insertId,timestamp,logName,receiveTimestamp,labels.authorization.k8s.io/reason,labels.authorization.k8s.io/decision,resource.type,resource.labels.project_id,resource.labels.location,resource.labels.cluster_name,protoPayload.@type,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo,protoPayload.methodName,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,operation.id,operation.producer,operation.last,operation.first,protoPayload.request.@type,protoPayload.request.metadata.name,protoPayload.request.metadata.labels.kubernetes.io/bootstrapping,protoPayload.request.metadata.annotations.rbac.authorization.kubernetes.io/autoupdate,protoPayload.request.metadata.namespace,protoPayload.request.apiVersion,protoPayload.request.kind,protoPayload.request.roleRef.name,protoPayload.request.roleRef.kind,protoPayload.request.roleRef.apiGroup,protoPayload.request.subjects,protoPayload.response.@type,protoPayload.response.metadata.name,protoPayload.response.metadata.labels.kubernetes.io/bootstrapping,protoPayload.response.metadata.annotations.rbac.authorization.kubernetes.io/autoupdate,protoPayload.response.metadata.namespace,protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.managedFields,protoPayload.response.metadata.uid,protoPayload.response.metadata.resourceVersion,protoPayload.response.apiVersion,protoPayload.response.kind,protoPayload.response.roleRef.name,protoPayload.response.roleRef.kind,protoPayload.response.roleRef.apiGroup,protoPayload.response.subjects
synth_event_26671_869ab06616,2025-06-05T18:33:22.0000000Z,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-06-05T18:35:34.0000000Z,,allow,k8s_cluster,project-ml,europe-west1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'api/v1/namespaces/staging/endpoints/system:endpoints-40148', 'permission': 'io.k8s.core.v1.endpoints.update', 'granted': True}]",io.k8s.core.v1.endpoints.update,198.19.48.252,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,api/v1/namespaces/staging/endpoints/system:endpoints-40148,k8s.io,0,OK,operation_synth_3724698,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26681_c26aaa86f3,2025-08-27T17:12:08.0000000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-08-27T17:14:55.0000000Z,,allow,k8s_cluster,project123,asia-southeast1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/roles/system:roles-74265', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.19.243.177,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/namespaces/kube-system/roles/system:roles-74265,k8s.io,0,OK,operation_synth_8961192,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26691_425dc1ec11,2025-02-12T02:23:32.0000000Z,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-02-12T02:25:56.0000000Z,,allow,k8s_cluster,project-finops,europe-west4,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/staging/roles/system:roles-67902', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.19.120.185,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/namespaces/staging/roles/system:roles-67902,k8s.io,0,OK,operation_synth_3883578,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26701_d20ab23b29,2025-03-30T12:09:06.0000000Z,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-03-30T12:12:46.0000000Z,,allow,k8s_cluster,project-finops,asia-southeast1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-7234', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.18.222.242,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-7234,k8s.io,0,OK,operation_synth_9754018,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26711_3be8ea6e09,2025-09-18T01:52:30.0000000Z,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-09-18T01:52:39.0000000Z,,allow,k8s_cluster,project-finops,europe-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/security/roles/system:roles-98352', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,::1,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/security/roles/system:roles-98352,k8s.io,0,OK,operation_synth_3577936,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26721_d3aa81b48d,2025-02-24T00:48:20.0000000Z,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-02-24T00:52:14.0000000Z,,allow,k8s_cluster,project-observability,us-central1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/prod/roles/system:roles-93593', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.19.152.169,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,rbac.authorization.k8s.io/v1/namespaces/prod/roles/system:roles-93593,k8s.io,0,OK,operation_synth_3305636,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26731_41fa7aefec,2025-11-15T02:31:23.0000000Z,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-11-15T02:35:23.0000000Z,,allow,k8s_cluster,project-observability,us-central1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'api/v1/namespaces/default/endpoints/system:endpoints-59925', 'permission': 'io.k8s.core.v1.endpoints.update', 'granted': True}]",io.k8s.core.v1.endpoints.update,198.19.229.143,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,api/v1/namespaces/default/endpoints/system:endpoints-59925,k8s.io,0,OK,operation_synth_7767540,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26741_b25a2a2837,2025-05-14T13:31:55.0000000Z,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-05-14T13:32:54.0000000Z,,allow,k8s_cluster,project-finops,asia-southeast1,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/staging/roles/system:roles-26754', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.213.36,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,rbac.authorization.k8s.io/v1/namespaces/staging/roles/system:roles-26754,k8s.io,0,OK,operation_synth_5296614,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26751_fa416a05b8,2025-11-08T14:34:14.0000000Z,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-11-08T14:36:07.0000000Z,,allow,k8s_cluster,project-ml,europe-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'api/v1/namespaces/kube-system/endpoints/system:endpoints-48683', 'permission': 'io.k8s.core.v1.endpoints.update', 'granted': True}]",io.k8s.core.v1.endpoints.update,198.19.247.141,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,api/v1/namespaces/kube-system/endpoints/system:endpoints-48683,k8s.io,0,OK,operation_synth_2019387,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26761_7e54b3f266,2025-12-31T05:20:24.0000000Z,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-12-31T05:22:51.0000000Z,,allow,k8s_cluster,project-ml,europe-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/default/roles/system:roles-84060', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.249.219,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/default/roles/system:roles-84060,k8s.io,0,OK,operation_synth_7428217,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26771_dbe762612a,2025-01-16T20:11:24.0000000Z,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-01-16T20:13:05.0000000Z,,allow,k8s_cluster,project-observability,asia-southeast1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'gateway.networking.k8s.io/v1/namespaces/kube-system/httproutes/system:httproutes-52255', 'permission': 'io.k8s.networking.gateway.v1.httproutes.create', 'granted': True}]",io.k8s.networking.gateway.v1.httproutes.create,198.18.129.46,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,gateway.networking.k8s.io/v1/namespaces/kube-system/httproutes/system:httproutes-52255,k8s.io,0,OK,operation_synth_3598191,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26781_9f20e2d715,2025-10-13T20:56:42.0000000Z,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-10-13T20:57:38.0000000Z,,allow,k8s_cluster,project-observability,asia-southeast1,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'networking.k8s.io/v1/namespaces/staging/ingresses/system:ingresses-8608', 'permission': 'io.k8s.networking.k8s.io.v1.ingresses.create', 'granted': True}]",io.k8s.networking.k8s.io.v1.ingresses.create,198.18.137.157,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,networking.k8s.io/v1/namespaces/staging/ingresses/system:ingresses-8608,k8s.io,0,OK,operation_synth_1434573,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26791_bafee7319e,2025-05-29T15:24:22.0000000Z,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-05-29T15:25:54.0000000Z,,allow,k8s_cluster,project-finops,europe-west4,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'api/v1/namespaces/default/endpoints/system:endpoints-82882', 'permission': 'io.k8s.core.v1.endpoints.update', 'granted': True}]",io.k8s.core.v1.endpoints.update,198.19.202.140,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,api/v1/namespaces/default/endpoints/system:endpoints-82882,k8s.io,0,OK,operation_synth_3535047,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26801_9756f1f98f,2025-06-13T23:05:27.0000000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-06-13T23:05:32.0000000Z,,allow,k8s_cluster,project123,asia-southeast1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-42079', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.19.29.157,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-42079,k8s.io,0,OK,operation_synth_5685208,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26811_f5ecfe0c65,2025-06-28T16:55:04.0000000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-06-28T16:58:21.0000000Z,,allow,k8s_cluster,project123,us-central1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/gateway-system/roles/system:roles-95471', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.19.72.127,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/gateway-system/roles/system:roles-95471,k8s.io,0,OK,operation_synth_5039507,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26821_bbf08c93a0,2025-08-31T07:09:17.0000000Z,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-08-31T07:12:48.0000000Z,,allow,k8s_cluster,project-observability,asia-southeast1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/default/rolebindings/system:rb-64039', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.202.117,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/default/rolebindings/system:rb-64039,k8s.io,0,OK,operation_synth_1851802,k8s.io,True,True,rbac.authorization.k8s.io/v1.RoleBinding,system:rb-64039,rbac-defaults,true,default,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-64039,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'default'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'default'}]",rbac.authorization.k8s.io/v1.RoleBinding,system:rb-64039,rbac-defaults,true,default,2025-08-31T07:09:17.0000000Z,"[{'time': '2025-08-31T07:09:17.0000000Z', 'operation': 'Update', 'apiVersion': 'rbac.authorization.k8s.io/v1', 'fieldsType': 'FieldsV1', 'fieldsV1': {'f:metadata': {'f:annotations': {'.': {}, 'f:rbac.authorization.kubernetes.io/autoupdate': {}}, 'f:labels': {'.': {}, 'f:kubernetes.io/bootstrapping': {}}}, 'f:roleRef': {}, 'f:subjects': {}}, 'manager': 'kube-apiserver'}]",d2f15a0f-a5b9-4a90-9eab-8150c2f80e5b,931140567177789236,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-64039,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'default'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'default'}]"
synth_event_26831_4a57ad728b,2025-10-07T14:19:01.0000000Z,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-10-07T14:21:56.0000000Z,,allow,k8s_cluster,project-ml,us-east1,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-43844', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.124.81,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-43844,k8s.io,0,OK,operation_synth_7072327,k8s.io,True,True,rbac.authorization.k8s.io/v1.RoleBinding,system:rb-43844,rbac-defaults,true,kube-system,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-43844,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}]",rbac.authorization.k8s.io/v1.RoleBinding,system:rb-43844,rbac-defaults,true,kube-system,2025-10-07T14:19:01.0000000Z,"[{'time': '2025-10-07T14:19:01.0000000Z', 'operation': 'Update', 'apiVersion': 'rbac.authorization.k8s.io/v1', 'fieldsType': 'FieldsV1', 'fieldsV1': {'f:metadata': {'f:annotations': {'.': {}, 'f:rbac.authorization.kubernetes.io/autoupdate': {}}, 'f:labels': {'.': {}, 'f:kubernetes.io/bootstrapping': {}}}, 'f:roleRef': {}, 'f:subjects': {}}, 'manager': 'kube-apiserver'}]",c30970a0-b9c6-4980-9810-0c2d5e845319,537894713932613655,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-43844,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}]"
synth_event_26841_790bb9fd51,2025-02-15T09:50:33.0000000Z,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-02-15T09:51:18.0000000Z,,allow,k8s_cluster,project-observability,europe-west1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'api/v1/namespaces/monitoring/endpoints/system:endpoints-88849', 'permission': 'io.k8s.core.v1.endpoints.update', 'granted': True}]",io.k8s.core.v1.endpoints.update,198.18.194.45,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,api/v1/namespaces/monitoring/endpoints/system:endpoints-88849,k8s.io,0,OK,operation_synth_9414754,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26851_d95779ac8c,2025-02-14T22:42:44.0000000Z,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-02-14T22:43:49.0000000Z,,allow,k8s_cluster,project-observability,europe-west1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'gateway.networking.k8s.io/v1/namespaces/default/httproutes/system:httproutes-30599', 'permission': 'io.k8s.networking.gateway.v1.httproutes.create', 'granted': True}]",io.k8s.networking.gateway.v1.httproutes.create,198.18.228.103,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,gateway.networking.k8s.io/v1/namespaces/default/httproutes/system:httproutes-30599,k8s.io,0,OK,operation_synth_9873751,k8s.io,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
synth_event_26861_057c3703a1,2025-06-05T06:12:59.0000000Z,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-06-05T06:16:38.0000000Z,,allow,k8s_cluster,project-finops,europe-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-57044', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.53.80,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-57044,k8s.io,0,OK,operation_synth_1079283,k8s.io,True,True,rbac.authorization.k8s.io/v1.RoleBinding,system:rb-57044,rbac-defaults,true,kube-system,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-57044,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}]",rbac.authorization.k8s.io/v1.RoleBinding,system:rb-57044,rbac-defaults,true,kube-system,2025-06-05T06:12:59.0000000Z,"[{'time': '2025-06-05T06:12:59.0000000Z', 'operation': 'Update', 'apiVersion': 'rbac.authorization.k8s.io/v1', 'fieldsType': 'FieldsV1', 'fieldsV1': {'f:metadata': {'f:annotations': {'.': {}, 'f:rbac.authorization.kubernetes.io/autoupdate': {}}, 'f:labels': {'.': {}, 'f:kubernetes.io/bootstrapping': {}}}, 'f:roleRef': {}, 'f:subjects': {}}, 'manager': 'kube-apiserver'}]",ead8087e-1236-4306-9897-3def369dd161,82780519616583074,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-57044,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}]"
synth_event_26871_f160842ae3,2025-08-01T18:35:02.0000000Z,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-08-01T18:37:08.0000000Z,,allow,k8s_cluster,project123,asia-southeast1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/payments/rolebindings/system:rb-85027', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.48.141,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/payments/rolebindings/system:rb-85027,k8s.io,0,OK,operation_synth_9235211,k8s.io,True,True,rbac.authorization.k8s.io/v1.RoleBinding,system:rb-85027,rbac-defaults,true,payments,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-85027,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'payments'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'payments'}]",rbac.authorization.k8s.io/v1.RoleBinding,system:rb-85027,rbac-defaults,true,payments,2025-08-01T18:35:02.0000000Z,"[{'time': '2025-08-01T18:35:02.0000000Z', 'operation': 'Update', 'apiVersion': 'rbac.authorization.k8s.io/v1', 'fieldsType': 'FieldsV1', 'fieldsV1': {'f:metadata': {'f:annotations': {'.': {}, 'f:rbac.authorization.kubernetes.io/autoupdate': {}}, 'f:labels': {'.': {}, 'f:kubernetes.io/bootstrapping': {}}}, 'f:roleRef': {}, 'f:subjects': {}}, 'manager': 'kube-apiserver'}]",08e53033-19a3-4311-a46a-6f90aadc5643,100273365121524340,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-85027,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'payments'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'payments'}]"
synth_event_26881_834ed4b29b,2025-03-14T17:33:27.0000000Z,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-03-14T17:36:38.0000000Z,,allow,k8s_cluster,project-finops,us-central1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-37979', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.196.62,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-37979,k8s.io,0,OK,operation_synth_1279219,k8s.io,True,True,rbac.authorization.k8s.io/v1.RoleBinding,system:rb-37979,rbac-defaults,true,kube-system,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-37979,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}]",rbac.authorization.k8s.io/v1.RoleBinding,system:rb-37979,rbac-defaults,true,kube-system,2025-03-14T17:33:27.0000000Z,"[{'time': '2025-03-14T17:33:27.0000000Z', 'operation': 'Update', 'apiVersion': 'rbac.authorization.k8s.io/v1', 'fieldsType': 'FieldsV1', 'fieldsV1': {'f:metadata': {'f:annotations': {'.': {}, 'f:rbac.authorization.kubernetes.io/autoupdate': {}}, 'f:labels': {'.': {}, 'f:kubernetes.io/bootstrapping': {}}}, 'f:roleRef': {}, 'f:subjects': {}}, 'manager': 'kube-apiserver'}]",6de334b1-e528-468c-a0aa-573dc9e03217,311598830003903601,rbac.authorization.k8s.io/v1,RoleBinding,system:system:rb-37979,Role,rbac.authorization.k8s.io,"[{'name': 'system:kube-controller-manager', 'kind': 'User', 'apiGroup': 'rbac.authorization.k8s.io'}, {'name': 'kube-controller-manager', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}, {'name': 'rbac-controller', 'kind': 'ServiceAccount', 'namespace': 'kube-system'}]"
