insertId,timestamp,logName,receiveTimestamp,labels.authorization.k8s.io/decision,resource.type,resource.labels.project_id,resource.labels.location,resource.labels.cluster_name,protoPayload.@type,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo,protoPayload.methodName,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,operation.id,operation.producer,operation.last,operation.first,anonymous_principal,timestamp__epoch_s,receiveTimestamp__epoch_s,callerIp_first_octet,logName__le,labels.authorization.k8s.io/decision__le,resource.labels.project_id__le,resource.labels.location__le,resource.labels.cluster_name__le,protoPayload.methodName__le,protoPayload.requestMetadata.callerSuppliedUserAgent__le
synth_event_18821_0ff914fac0,2025-04-28 06:17:58+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-04-28 06:18:36+00:00,allow,k8s_cluster,project123,europe-west4,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'storage.k8s.io/v1/storageclasses/system:storageclasses-99228', 'permission': 'io.k8s.storage.k8s.io.v1.storageclasses.create', 'granted': True}]",io.k8s.storage.k8s.io.v1.storageclasses.create,198.19.72.92,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,storage.k8s.io/v1/storageclasses/system:storageclasses-99228,k8s.io,0,OK,operation_synth_2604988,k8s.io,True,True,0,1745821078.0,1745821116.0,198.0,3,0,3,2,3,15,8
synth_event_18831_8465b999f9,2025-06-13 04:51:12+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-06-13 04:53:47+00:00,allow,k8s_cluster,project-ml,europe-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/default/rolebindings/system:rb-52071', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.203.229,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/default/rolebindings/system:rb-52071,k8s.io,0,OK,operation_synth_2923731,k8s.io,True,True,0,1749790272.0,1749790427.0,198.0,1,0,1,1,4,2,0
synth_event_18841_389762dfc1,2025-03-19 08:11:16+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-03-19 08:11:41+00:00,allow,k8s_cluster,project-observability,us-central1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/security/roles/system:roles-39773', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.249.55,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/namespaces/security/roles/system:roles-39773,k8s.io,0,OK,operation_synth_3390080,k8s.io,True,True,0,1742371876.0,1742371901.0,198.0,2,0,2,3,6,3,9
synth_event_18851_dc1405c30a,2025-01-29 20:28:55+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-01-29 20:30:51+00:00,allow,k8s_cluster,project-finops,asia-southeast1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/prod/roles/system:roles-97976', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.107.158,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,rbac.authorization.k8s.io/v1/namespaces/prod/roles/system:roles-97976,k8s.io,0,OK,operation_synth_6253339,k8s.io,True,True,0,1738182535.0,1738182651.0,198.0,0,0,0,0,2,3,4
synth_event_18861_24d7985aae,2025-09-13 19:40:44+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-09-13 19:42:19+00:00,allow,k8s_cluster,project-ml,europe-west4,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-13520', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.110.162,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-13520,k8s.io,0,OK,operation_synth_2803238,k8s.io,True,True,0,1757792444.0,1757792539.0,198.0,1,0,1,2,6,2,4
synth_event_18871_a5eb48dc56,2025-08-24 23:56:03+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-08-24 23:58:27+00:00,allow,k8s_cluster,project-finops,us-central1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'apps/v1/namespaces/gateway-system/deployments/system:dep-19329', 'permission': 'io.k8s.apps.v1.deployments.update', 'granted': True}]",io.k8s.apps.v1.deployments.update,198.18.121.123,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,apps/v1/namespaces/gateway-system/deployments/system:dep-19329,k8s.io,0,OK,operation_synth_1775261,k8s.io,True,True,0,1756079763.0,1756079907.0,198.0,0,0,0,3,6,0,8
synth_event_18881_cd84ea363f,2025-09-23 16:27:14+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-09-23 16:29:56+00:00,allow,k8s_cluster,project-ml,us-east1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'api/v1/namespaces/monitoring/configmaps/system:configmaps-28653', 'permission': 'io.k8s.core.v1.configmaps.create', 'granted': True}]",io.k8s.core.v1.configmaps.create,198.18.52.134,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,api/v1/namespaces/monitoring/configmaps/system:configmaps-28653,k8s.io,0,OK,operation_synth_5039679,k8s.io,True,True,0,1758644834.0,1758644996.0,198.0,1,0,1,4,6,5,4
synth_event_18891_ef4257e3c9,2026-02-22 03:29:43+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2026-02-22 03:32:15+00:00,allow,k8s_cluster,project-observability,europe-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'apps/v1/namespaces/gateway-system/deployments/system:dep-75724', 'permission': 'io.k8s.apps.v1.deployments.update', 'granted': True}]",io.k8s.apps.v1.deployments.update,198.18.91.62,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,apps/v1/namespaces/gateway-system/deployments/system:dep-75724,k8s.io,0,OK,operation_synth_2459305,k8s.io,True,True,0,1771730983.0,1771731135.0,198.0,2,0,2,1,2,0,5
synth_event_18901_509194e7c4,2025-05-27 11:52:55+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-05-27 11:55:37+00:00,allow,k8s_cluster,project-finops,us-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'gateway.networking.k8s.io/v1/namespaces/gateway-system/httproutes/system:httproutes-68713', 'permission': 'io.k8s.networking.gateway.v1.httproutes.create', 'granted': True}]",io.k8s.networking.gateway.v1.httproutes.create,198.18.232.172,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,gateway.networking.k8s.io/v1/namespaces/gateway-system/httproutes/system:httproutes-68713,k8s.io,0,OK,operation_synth_6004927,k8s.io,True,True,0,1748346775.0,1748346937.0,198.0,0,0,0,5,4,10,9
synth_event_18911_22c7910527,2025-01-21 13:28:52+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-01-21 13:32:00+00:00,allow,k8s_cluster,project123,us-west1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-79366', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.80.67,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,rbac.authorization.k8s.io/v1/namespaces/staging/rolebindings/system:rb-79366,k8s.io,0,OK,operation_synth_2863260,k8s.io,True,True,0,1737466132.0,1737466320.0,198.0,3,0,3,5,1,2,4
synth_event_18921_c0322673b6,2025-09-23 18:03:56+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-09-23 18:06:38+00:00,allow,k8s_cluster,project-ml,us-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/gateway-system/roles/system:roles-12160', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.239.151,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,rbac.authorization.k8s.io/v1/namespaces/gateway-system/roles/system:roles-12160,k8s.io,0,OK,operation_synth_8476056,k8s.io,True,True,0,1758650636.0,1758650798.0,198.0,1,0,1,5,4,3,4
synth_event_18931_771cd0af44,2025-02-22 16:45:22+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-02-22 16:45:43+00:00,allow,k8s_cluster,project-observability,asia-southeast1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'api/v1/namespaces/staging/endpoints/system:endpoints-72088', 'permission': 'io.k8s.core.v1.endpoints.update', 'granted': True}]",io.k8s.core.v1.endpoints.update,198.19.215.56,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,api/v1/namespaces/staging/endpoints/system:endpoints-72088,k8s.io,0,OK,operation_synth_7682975,k8s.io,True,True,0,1740242722.0,1740242743.0,198.0,2,0,2,0,6,6,8
synth_event_18941_aff15d3dff,2025-02-17 11:45:27+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-02-17 11:47:20+00:00,allow,k8s_cluster,project-ml,asia-southeast1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/gateway-system/rolebindings/system:rb-2502', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.188.199,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/gateway-system/rolebindings/system:rb-2502,k8s.io,0,OK,operation_synth_3632333,k8s.io,True,True,0,1739792727.0,1739792840.0,198.0,1,0,1,0,5,2,5
synth_event_18951_dfb5479ff1,2025-10-17 02:24:02+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-10-17 02:24:50+00:00,allow,k8s_cluster,project-ml,europe-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-9466', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.18.158.7,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-9466,k8s.io,0,OK,operation_synth_8665699,k8s.io,True,True,0,1760667842.0,1760667890.0,198.0,1,0,1,1,4,1,9
synth_event_18961_593aa023db,2025-10-14 02:02:56+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-10-14 02:04:17+00:00,allow,k8s_cluster,project-finops,us-east1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ci-bot@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-35142', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.254.68,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-35142,k8s.io,0,OK,operation_synth_5429627,k8s.io,True,True,0,1760407376.0,1760407457.0,198.0,0,0,0,4,6,2,0
synth_event_18971_21850b69c2,2025-04-16 12:06:44+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-04-16 12:10:22+00:00,allow,k8s_cluster,project-ml,us-west1,prod-cluster,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/gateway-system/rolebindings/system:rb-37828', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.50.152,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/gateway-system/rolebindings/system:rb-37828,k8s.io,0,OK,operation_synth_3712504,k8s.io,True,True,0,1744805204.0,1744805422.0,198.0,1,0,1,5,4,2,8
synth_event_18981_b30cf222a4,2025-10-24 06:23:19+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-10-24 06:24:58+00:00,allow,k8s_cluster,project-observability,us-west1,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-28174', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.19.163.139,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-28174,k8s.io,0,OK,operation_synth_6260274,k8s.io,True,True,0,1761286999.0,1761287098.0,198.0,2,0,2,5,3,1,9
synth_event_18991_38241fbbe6,2025-08-09 05:02:17+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-08-09 05:04:58+00:00,allow,k8s_cluster,project-observability,asia-southeast1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-66507', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.82.201,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,rbac.authorization.k8s.io/v1/namespaces/kube-system/rolebindings/system:rb-66507,k8s.io,0,OK,operation_synth_3742327,k8s.io,True,True,0,1754715737.0,1754715898.0,198.0,2,0,2,0,5,2,4
synth_event_19001_6d888da92e,2025-04-18 04:23:04+00:00,projects/project-ml/logs/cloudaudit.googleapis.com%2Factivity,2025-04-18 04:24:40+00:00,allow,k8s_cluster,project-ml,us-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,"[{'resource': 'api/v1/namespaces/payments/endpoints/system:endpoints-38222', 'permission': 'io.k8s.core.v1.endpoints.update', 'granted': True}]",io.k8s.core.v1.endpoints.update,198.19.1.136,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,api/v1/namespaces/payments/endpoints/system:endpoints-38222,k8s.io,0,OK,operation_synth_7529202,k8s.io,True,True,0,1744950184.0,1744950280.0,198.0,1,0,1,5,2,6,8
synth_event_19011_5bb3a56c5c,2025-11-16 21:20:14+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-11-16 21:22:47+00:00,allow,k8s_cluster,project-observability,us-central1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'gateway.networking.k8s.io/v1/namespaces/default/httproutes/system:httproutes-89420', 'permission': 'io.k8s.networking.gateway.v1.httproutes.create', 'granted': True}]",io.k8s.networking.gateway.v1.httproutes.create,198.18.99.208,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,gateway.networking.k8s.io/v1/namespaces/default/httproutes/system:httproutes-89420,k8s.io,0,OK,operation_synth_1816796,k8s.io,True,True,0,1763328014.0,1763328167.0,198.0,2,0,2,3,5,10,8
synth_event_19021_06b6195f0d,2025-03-16 02:08:29+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-03-16 02:09:01+00:00,allow,k8s_cluster,project-observability,europe-west4,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'apps/v1/namespaces/staging/deployments/system:dep-97522', 'permission': 'io.k8s.apps.v1.deployments.update', 'granted': True}]",io.k8s.apps.v1.deployments.update,198.19.108.177,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,apps/v1/namespaces/staging/deployments/system:dep-97522,k8s.io,0,OK,operation_synth_2319226,k8s.io,True,True,0,1742090909.0,1742090941.0,198.0,2,0,2,2,6,0,9
synth_event_19031_0406539ccb,2025-10-22 04:13:34+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-10-22 04:14:11+00:00,allow,k8s_cluster,project-observability,europe-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'api/v1/namespaces/security/endpoints/system:endpoints-19058', 'permission': 'io.k8s.core.v1.endpoints.update', 'granted': True}]",io.k8s.core.v1.endpoints.update,198.19.109.29,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,api/v1/namespaces/security/endpoints/system:endpoints-19058,k8s.io,0,OK,operation_synth_9958088,k8s.io,True,True,0,1761106414.0,1761106451.0,198.0,2,0,2,1,5,6,9
synth_event_19041_ec8f3eaa77,2025-08-28 11:38:02+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-08-28 11:41:04+00:00,allow,k8s_cluster,project123,us-east1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-60836', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.151.238,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-60836,k8s.io,0,OK,operation_synth_8856819,k8s.io,True,True,0,1756381082.0,1756381264.0,198.0,3,0,3,4,2,2,5
synth_event_19051_b420b0585a,2025-12-05 02:29:46+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-12-05 02:32:56+00:00,allow,k8s_cluster,project-observability,europe-west1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'api/v1/namespaces/kube-system/secrets/system:secrets-12164', 'permission': 'io.k8s.core.v1.secrets.create', 'granted': True}]",io.k8s.core.v1.secrets.create,198.18.111.239,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,api/v1/namespaces/kube-system/secrets/system:secrets-12164,k8s.io,0,OK,operation_synth_5760528,k8s.io,True,True,0,1764901786.0,1764901976.0,198.0,2,0,2,1,6,7,5
synth_event_19061_82a9afbcc1,2025-07-11 21:41:21+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-07-11 21:43:01+00:00,allow,k8s_cluster,project-finops,europe-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/payments/roles/system:roles-88130', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.217.74,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,rbac.authorization.k8s.io/v1/namespaces/payments/roles/system:roles-88130,k8s.io,0,OK,operation_synth_5901853,k8s.io,True,True,0,1752270081.0,1752270181.0,198.0,0,0,0,1,2,3,8
synth_event_19071_96829ca9d6,2025-07-16 11:30:35+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-07-16 11:31:23+00:00,allow,k8s_cluster,project-observability,europe-west4,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,ops@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/payments/rolebindings/system:rb-26643', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.18.31.61,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/payments/rolebindings/system:rb-26643,k8s.io,0,OK,operation_synth_3339838,k8s.io,True,True,0,1752665435.0,1752665483.0,198.0,2,0,2,2,5,2,0
synth_event_19081_8d1b9373f4,2025-08-24 06:20:10+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-08-24 06:20:47+00:00,allow,k8s_cluster,project123,europe-west1,nf-default,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-17334', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.19.70.158,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-17334,k8s.io,0,OK,operation_synth_2599090,k8s.io,True,True,0,1756016410.0,1756016447.0,198.0,3,0,3,1,2,1,0
synth_event_19091_208579af49,2026-03-05 14:28:49+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2026-03-05 14:29:43+00:00,allow,k8s_cluster,project123,europe-west1,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-55931', 'permission': 'io.k8s.authorization.rbac.v1.rolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.rolebindings.create,198.19.134.45,Terraform/1.8.2 (+https://www.terraform.io) terraform-provider-kubernetes/2.31.0,rbac.authorization.k8s.io/v1/namespaces/monitoring/rolebindings/system:rb-55931,k8s.io,0,OK,operation_synth_7566746,k8s.io,True,True,0,1772720929.0,1772720983.0,198.0,3,0,3,1,5,2,4
synth_event_19101_f581f2e337,2025-11-06 23:05:03+00:00,projects/project-observability/logs/cloudaudit.googleapis.com%2Factivity,2025-11-06 23:05:08+00:00,allow,k8s_cluster,project-observability,europe-west1,payments-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/roles/system:roles-60902', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.139.29,Google-Cloud-SDK gcloud/471.0.0 command/gcloud.container.clusters.get-credentials,rbac.authorization.k8s.io/v1/namespaces/kube-system/roles/system:roles-60902,k8s.io,0,OK,operation_synth_9209020,k8s.io,True,True,0,1762470303.0,1762470308.0,198.0,2,0,2,1,3,3,0
synth_event_19111_15ede82f05,2025-03-02 12:26:00+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-03-02 12:28:35+00:00,allow,k8s_cluster,project-finops,europe-west4,staging-cluster,type.googleapis.com/google.cloud.audit.AuditLog,platform@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/namespaces/kube-system/roles/system:roles-92165', 'permission': 'io.k8s.authorization.rbac.v1.roles.create', 'granted': True}]",io.k8s.authorization.rbac.v1.roles.create,198.18.17.196,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/namespaces/kube-system/roles/system:roles-92165,k8s.io,0,OK,operation_synth_9976709,k8s.io,True,True,0,1740918360.0,1740918515.0,198.0,0,0,0,2,5,3,5
synth_event_19121_0f3e7e4e07,2025-08-31 23:16:01+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-08-31 23:18:09+00:00,allow,k8s_cluster,project-finops,us-central1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'gateway.networking.k8s.io/v1/namespaces/staging/httproutes/system:httproutes-10777', 'permission': 'io.k8s.networking.gateway.v1.httproutes.create', 'granted': True}]",io.k8s.networking.gateway.v1.httproutes.create,198.19.204.8,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,gateway.networking.k8s.io/v1/namespaces/staging/httproutes/system:httproutes-10777,k8s.io,0,OK,operation_synth_3539844,k8s.io,True,True,0,1756682161.0,1756682289.0,198.0,0,0,0,3,1,10,9
synth_event_19131_825d5c9b45,2025-06-20 12:29:52+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-06-20 12:31:37+00:00,allow,k8s_cluster,project123,europe-west1,test-cluster,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'batch/v1/namespaces/security/jobs/system:jobs-56418', 'permission': 'io.k8s.batch.v1.jobs.create', 'granted': True}]",io.k8s.batch.v1.jobs.create,198.18.74.240,kubectl/v1.28.5 (darwin/arm64) kubernetes/efgh456,batch/v1/namespaces/security/jobs/system:jobs-56418,k8s.io,0,OK,operation_synth_4693816,k8s.io,True,True,0,1750422592.0,1750422697.0,198.0,3,0,3,1,6,4,8
synth_event_19141_684bdc4201,2025-11-30 19:53:37+00:00,projects/project-finops/logs/cloudaudit.googleapis.com%2Factivity,2025-11-30 19:54:51+00:00,allow,k8s_cluster,project-finops,us-central1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,"[{'resource': 'rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-15075', 'permission': 'io.k8s.authorization.rbac.v1.clusterrolebindings.create', 'granted': True}]",io.k8s.authorization.rbac.v1.clusterrolebindings.create,198.19.89.190,kube-apiserver/v1.35.0 (linux/amd64) kubernetes/4363d1d,rbac.authorization.k8s.io/v1/clusterrolebindings/system:crb-15075,k8s.io,0,OK,operation_synth_5056102,k8s.io,True,True,0,1764532417.0,1764532491.0,198.0,0,0,0,3,1,1,5
synth_event_19151_355a5605e0,2025-10-05 09:38:22+00:00,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,2025-10-05 09:38:37+00:00,allow,k8s_cluster,project123,asia-southeast1,gke-core,type.googleapis.com/google.cloud.audit.AuditLog,system:apiserver,"[{'resource': 'networking.k8s.io/v1/namespaces/staging/ingresses/system:ingresses-41798', 'permission': 'io.k8s.networking.k8s.io.v1.ingresses.create', 'granted': True}]",io.k8s.networking.k8s.io.v1.ingresses.create,198.19.247.174,kubectl/v1.29.2 (linux/amd64) kubernetes/abcd123,networking.k8s.io/v1/namespaces/staging/ingresses/system:ingresses-41798,k8s.io,0,OK,operation_synth_9846025,k8s.io,True,True,0,1759657102.0,1759657117.0,198.0,3,0,3,0,1,11,9
