protoPayload.status.code,anonymous_principal,timestamp__epoch_s,logName__le,labels.authorization.k8s.io/decision__le,resource.labels.project_id__le,resource.labels.location__le,resource.labels.cluster_name__le,protoPayload.methodName__le,protoPayload.requestMetadata.callerSuppliedUserAgent__le,hour,dayofweek,is_weekend,timestamp_delay_s
0,0,1756040077.0,2,0,2,0,3,10,8,12,6,1,80.0
0,0,1766008399.0,2,0,2,1,1,3,8,21,2,0,164.0
0,0,1752977912.0,3,0,3,5,2,3,5,2,6,1,25.0
0,0,1760972747.0,2,0,2,1,2,6,4,15,0,0,41.0
0,0,1748313335.0,2,0,2,4,6,0,0,2,1,0,200.0
0,0,1748550562.0,3,0,3,0,2,5,0,20,3,0,161.0
0,0,1753109802.0,2,0,2,1,1,0,0,14,0,0,133.0
0,0,1758890076.0,0,0,0,5,1,7,8,12,4,0,120.0
0,0,1738468052.0,1,0,1,3,5,6,0,3,6,1,158.0
0,0,1752940021.0,1,0,1,3,1,3,0,15,5,1,179.0
0,0,1753418308.0,1,0,1,1,4,2,4,4,4,0,108.0
0,0,1768477022.0,2,0,2,0,6,4,0,11,3,0,47.0
0,0,1739309065.0,3,0,3,1,4,11,4,21,1,0,110.0
0,0,1763576542.0,2,0,2,5,2,5,4,18,2,0,152.0
0,0,1768232626.0,0,0,0,5,4,4,0,15,0,0,185.0
0,0,1753398368.0,2,0,2,2,4,2,9,23,3,0,133.0
0,0,1748497471.0,2,0,2,1,1,2,5,5,3,0,228.0
0,0,1768541497.0,0,0,0,4,5,6,8,5,4,0,15.0
7,0,1767509731.0,3,1,3,0,4,11,5,6,6,1,143.0
0,0,1762425854.0,3,0,3,3,2,15,0,10,3,0,135.0
0,0,1752472950.0,0,0,0,0,4,2,4,6,0,0,222.0
0,0,1740867102.0,1,0,1,5,3,1,0,22,5,1,150.0
7,0,1762333219.0,2,1,2,0,4,1,4,9,2,0,153.0
0,0,1758399267.0,2,0,2,1,3,7,0,20,5,1,26.0
0,0,1769424010.0,3,0,3,3,2,10,9,10,0,0,47.0
0,0,1752365384.0,2,0,2,2,5,5,8,0,6,1,187.0
0,0,1757479613.0,1,0,1,5,6,1,0,4,2,0,93.0
0,0,1767887685.0,0,0,0,5,4,4,8,15,3,0,167.0
0,0,1744189097.0,1,0,1,0,1,10,8,8,2,0,170.0
0,0,1740701963.0,2,0,2,3,4,2,4,0,4,0,227.0
0,0,1760031220.0,1,0,1,1,2,3,9,17,3,0,40.0
0,0,1754870737.0,0,0,0,2,2,1,8,0,0,0,96.0
0,0,1759883152.0,0,0,0,5,2,5,5,0,2,0,120.0
0,0,1736326643.0,2,0,2,3,1,5,5,8,2,0,35.0
0,0,1743709565.0,0,0,0,2,2,4,5,19,3,0,76.0
0,0,1741903756.0,2,0,2,0,1,2,8,22,3,0,146.0
0,0,1765695180.0,2,0,2,5,6,2,4,6,6,1,100.0
0,0,1740259600.0,1,0,1,3,4,3,0,21,5,1,158.0
0,0,1740048882.0,0,0,0,2,6,3,0,10,3,0,142.0
0,0,1751757929.0,0,0,0,4,1,4,4,23,5,1,82.0
0,0,1763277998.0,0,0,0,0,4,6,0,7,6,1,121.0
0,0,1752183228.0,1,0,1,1,2,2,9,21,3,0,237.0
0,0,1749730365.0,1,0,1,5,3,2,8,12,3,0,123.0
7,0,1750409557.0,2,1,2,0,5,6,5,8,4,0,80.0
0,0,1764941446.0,1,0,1,0,6,1,9,13,4,0,239.0
0,0,1769422955.0,3,0,3,3,3,10,9,10,0,0,172.0
0,0,1747930336.0,3,0,3,4,3,10,5,16,3,0,211.0
0,0,1768250356.0,1,0,1,5,3,6,5,20,0,0,240.0
0,0,1753527631.0,2,0,2,0,1,0,9,11,5,1,102.0
0,0,1765009867.0,1,0,1,3,3,4,5,8,5,1,150.0
0,0,1760223283.0,3,0,3,0,1,3,5,22,5,1,11.0
0,0,1767930628.0,1,0,1,5,6,2,9,3,4,0,237.0
0,0,1759110159.0,3,0,3,5,3,3,9,1,0,0,228.0
0,0,1762221606.0,0,0,0,2,5,10,0,2,1,0,64.0
0,0,1754317443.0,1,0,1,3,6,3,8,14,0,0,146.0
0,0,1744405656.0,2,0,2,0,1,6,0,21,4,0,21.0
0,0,1742204280.0,2,0,2,0,3,6,8,9,0,0,162.0
0,0,1754140819.0,3,0,3,5,6,7,4,13,5,1,165.0
0,0,1748384804.0,1,0,1,1,3,10,8,22,1,0,130.0
0,0,1739895909.0,1,0,1,2,2,3,8,16,1,0,122.0
0,0,1742647163.0,2,0,2,5,4,0,8,12,5,1,178.0
0,0,1765264958.0,0,0,0,4,6,10,4,7,1,0,57.0
0,0,1736041596.0,2,0,2,0,1,2,5,1,6,1,22.0
0,0,1767279712.0,2,0,2,5,6,11,5,15,3,0,102.0
0,0,1757149715.0,1,0,1,5,2,4,0,9,5,1,83.0
0,0,1771532310.0,3,0,3,2,6,2,4,20,3,0,37.0
0,0,1741338465.0,0,0,0,5,2,10,9,9,4,0,157.0
7,0,1771158536.0,0,1,0,2,2,3,0,12,6,1,122.0
0,0,1753033697.0,1,0,1,0,2,10,9,17,6,1,146.0
0,0,1770241748.0,1,0,1,0,1,0,4,21,2,0,239.0
0,0,1770249278.0,1,0,1,3,5,0,4,23,2,0,63.0
0,0,1751607485.0,3,0,3,4,5,10,9,5,4,0,150.0
7,0,1748618400.0,1,1,1,5,3,6,9,15,4,0,234.0
0,0,1770304371.0,0,0,0,2,1,3,4,15,3,0,95.0
0,0,1750153871.0,3,0,3,2,2,5,5,9,1,0,137.0
0,0,1765784237.0,2,0,2,4,3,3,4,7,0,0,96.0
0,0,1767433126.0,3,0,3,2,4,3,8,9,5,1,220.0
0,0,1750484029.0,1,0,1,3,4,4,4,5,5,1,92.0
0,0,1750244710.0,0,0,0,1,5,15,5,11,2,0,67.0
0,0,1744071277.0,0,0,0,0,1,10,4,0,1,0,84.0
0,0,1766585319.0,2,0,2,1,2,2,8,14,2,0,103.0
0,0,1738866474.0,1,0,1,0,1,5,8,18,3,0,44.0
7,0,1763951623.0,0,1,0,1,3,2,9,2,0,0,163.0
0,0,1762570446.0,0,0,0,1,4,3,5,2,5,1,76.0
0,0,1764735170.0,3,0,3,4,3,3,9,4,2,0,134.0
0,0,1737889391.0,3,0,3,4,4,3,9,11,6,1,16.0
0,0,1748050357.0,0,0,0,1,5,6,4,1,5,1,42.0
0,0,1768109485.0,3,0,3,5,6,1,9,5,6,1,119.0
0,0,1769831537.0,1,0,1,5,1,2,9,3,5,1,146.0
0,0,1769169824.0,0,0,0,4,3,10,4,12,4,0,162.0
0,0,1759260693.0,1,0,1,1,1,3,8,19,1,0,213.0
0,0,1760085817.0,1,0,1,0,6,10,4,8,4,0,178.0
0,0,1765087807.0,1,0,1,4,5,1,0,6,6,1,134.0
0,0,1744324078.0,1,0,1,4,2,11,4,22,3,0,113.0
0,0,1770495086.0,1,0,1,3,4,6,4,20,5,1,49.0
0,0,1769228860.0,2,0,2,0,1,5,8,4,5,1,11.0
0,0,1754860093.0,0,0,0,4,3,3,5,21,6,1,187.0
0,0,1744539133.0,0,0,0,5,1,4,0,10,6,1,172.0
7,0,1755180854.0,2,1,2,1,3,3,4,14,3,0,91.0
0,0,1768927222.0,0,0,0,5,6,5,9,16,1,0,24.0
0,0,1757999571.0,2,0,2,0,5,0,4,5,1,0,46.0
0,0,1737724930.0,1,0,1,2,3,11,4,13,4,0,9.0
0,0,1761380898.0,1,0,1,1,4,15,8,8,5,1,64.0
7,0,1745079497.0,2,1,2,3,5,2,8,16,5,1,146.0
0,0,1752956487.0,1,0,1,4,2,3,5,20,5,1,13.0
0,0,1767644216.0,1,0,1,2,3,2,0,20,0,0,21.0
0,0,1747768991.0,2,0,2,2,3,10,9,19,1,0,185.0
0,0,1766895699.0,3,0,3,0,5,2,8,4,6,1,133.0
0,0,1745052791.0,3,0,3,0,5,5,5,8,5,1,235.0
0,0,1766092309.0,2,0,2,2,5,6,9,21,3,0,157.0
0,0,1736149714.0,3,0,3,0,4,2,5,7,0,0,68.0
0,0,1751620250.0,1,0,1,3,6,6,8,9,4,0,48.0
0,0,1745553880.0,0,0,0,1,4,2,0,4,4,0,30.0
0,0,1761175466.0,3,0,3,2,6,2,9,23,2,0,162.0
0,0,1746359961.0,2,0,2,0,5,10,4,11,6,1,57.0
0,0,1744445505.0,0,0,0,0,3,1,5,8,5,1,185.0
0,0,1738045119.0,0,0,0,4,3,1,0,6,1,0,117.0
0,0,1736212364.0,1,0,1,0,3,2,9,1,1,0,186.0
0,0,1760073202.0,2,0,2,4,3,5,9,5,4,0,141.0
0,0,1746475919.0,2,0,2,5,6,2,0,20,0,0,193.0
0,0,1739224675.0,0,0,0,3,4,3,0,21,0,0,13.0
0,0,1739593738.0,2,0,2,3,1,10,0,4,5,1,62.0
0,0,1755736375.0,0,0,0,3,3,15,5,0,3,0,226.0
0,0,1767459773.0,0,0,0,2,4,6,8,17,5,1,81.0
0,0,1756550964.0,0,0,0,0,4,1,9,10,5,1,15.0
0,0,1763032884.0,2,0,2,4,1,10,5,11,3,0,233.0
0,0,1770226813.0,0,0,0,3,6,0,4,17,2,0,65.0
0,0,1757083662.0,2,0,2,1,2,1,9,14,4,0,85.0
0,0,1759669039.0,2,0,2,3,4,2,8,12,6,1,76.0
0,0,1743328588.0,1,0,1,5,6,10,4,9,6,1,53.0
0,0,1742745249.0,1,0,1,4,5,3,9,15,6,1,141.0
0,0,1764069054.0,3,0,3,4,5,2,8,11,1,0,62.0
0,0,1744282772.0,3,0,3,3,5,0,9,10,3,0,6.0
0,0,1751997935.0,0,0,0,4,6,5,8,18,1,0,186.0
0,0,1749886439.0,3,0,3,0,3,2,4,7,5,1,149.0
0,0,1758495642.0,1,0,1,2,4,10,4,23,6,1,48.0
0,0,1735837138.0,0,0,0,5,3,10,0,16,3,0,230.0
0,0,1746646481.0,3,0,3,3,1,2,9,19,2,0,59.0
0,0,1764364242.0,3,0,3,3,6,6,5,21,4,0,22.0
0,0,1759212139.0,1,0,1,1,4,1,9,6,1,0,83.0
0,0,1770106027.0,1,0,1,5,4,3,9,8,1,0,221.0
0,0,1761974136.0,0,0,0,5,4,2,9,5,5,1,209.0
0,0,1750351542.0,0,0,0,1,2,5,9,16,3,0,103.0
0,0,1769653275.0,3,0,3,5,2,1,4,2,3,0,59.0
0,0,1742282398.0,1,0,1,1,3,2,5,7,1,0,73.0
0,0,1759790321.0,2,0,2,0,2,5,0,22,0,0,201.0
0,0,1737185972.0,2,0,2,5,3,3,4,7,5,1,233.0
0,0,1744965170.0,2,0,2,4,1,3,9,8,4,0,25.0
0,0,1742040284.0,2,0,2,2,3,3,8,12,5,1,39.0
0,0,1742117863.0,2,0,2,1,4,2,0,9,6,1,186.0
0,0,1761064356.0,3,0,3,4,6,1,5,16,1,0,104.0
0,0,1760017046.0,1,0,1,5,1,6,9,13,3,0,74.0
0,0,1745548635.0,1,0,1,1,6,0,0,2,4,0,9.0
0,0,1759355364.0,0,0,0,3,3,10,9,21,2,0,181.0
7,0,1738980055.0,2,1,2,0,4,0,9,2,5,1,146.0
0,0,1765533510.0,1,0,1,4,6,11,9,9,4,0,131.0
0,0,1752935395.0,1,0,1,1,5,1,0,14,5,1,31.0
0,0,1756091428.0,3,0,3,1,6,6,5,3,0,0,41.0
0,0,1741818371.0,3,0,3,1,1,2,8,22,2,0,17.0
0,0,1756187486.0,1,0,1,2,3,2,4,5,1,0,187.0
0,0,1763343779.0,0,0,0,1,1,3,0,1,0,0,15.0
0,0,1772088139.0,2,0,2,1,5,6,8,6,3,0,138.0
0,0,1768612138.0,0,0,0,2,2,6,5,1,5,1,155.0
0,0,1762885335.0,2,0,2,4,6,5,5,18,1,0,131.0
0,0,1768315496.0,3,0,3,5,1,11,8,14,1,0,157.0
0,0,1750004201.0,0,0,0,3,3,3,4,16,6,1,235.0
0,0,1761925015.0,0,0,0,0,2,3,4,15,4,0,210.0
0,0,1748654566.0,3,0,3,1,4,1,9,1,5,1,65.0
7,0,1760418583.0,0,1,0,0,2,1,0,5,1,0,176.0
0,0,1771599044.0,3,0,3,2,6,2,5,14,4,0,168.0
0,0,1735985677.0,3,0,3,1,1,0,4,10,5,1,172.0
0,0,1746347738.0,0,0,0,0,2,5,4,8,6,1,236.0
0,0,1752808835.0,3,0,3,5,1,6,0,3,4,0,111.0
0,0,1749320127.0,3,0,3,5,5,10,4,18,5,1,15.0
0,0,1770432610.0,0,0,0,3,3,4,0,2,5,1,80.0
0,0,1736587761.0,1,0,1,3,6,1,5,9,5,1,210.0
0,0,1756515440.0,0,0,0,2,2,10,0,0,5,1,18.0
0,0,1754377697.0,2,0,2,2,4,1,9,7,1,0,49.0
0,0,1758711164.0,1,0,1,0,6,2,9,10,2,0,5.0
0,0,1754446554.0,3,0,3,4,4,0,0,2,2,0,44.0
0,0,1755455920.0,2,0,2,0,5,2,0,18,6,1,33.0
0,0,1736983944.0,0,0,0,2,4,3,0,23,2,0,235.0
0,0,1770291795.0,2,0,2,3,5,3,9,11,3,0,115.0
0,0,1771450819.0,0,0,0,5,6,3,9,21,2,0,123.0
0,0,1762108514.0,0,0,0,1,6,2,9,18,6,1,177.0
0,0,1769584392.0,1,0,1,0,3,2,5,7,2,0,131.0
0,0,1765243566.0,0,0,0,3,2,10,0,1,1,0,142.0
0,0,1761016951.0,0,0,0,2,1,3,4,3,1,0,93.0
0,0,1749751493.0,2,0,2,0,2,10,4,18,3,0,220.0
0,0,1762851036.0,3,0,3,2,4,3,4,8,1,0,217.0
0,0,1758342479.0,1,0,1,1,4,6,9,4,5,1,197.0
7,0,1767146052.0,3,1,3,1,6,10,5,1,2,0,240.0
0,0,1739882886.0,1,0,1,2,3,1,9,12,1,0,8.0
0,0,1748781698.0,3,0,3,5,4,6,0,12,6,1,136.0
0,0,1769818532.0,1,0,1,1,1,10,4,0,5,1,180.0
7,0,1739249632.0,1,1,1,5,1,6,5,4,1,0,206.0
0,0,1749693402.0,3,0,3,1,1,2,9,1,3,0,121.0
0,0,1736933345.0,2,0,2,1,2,2,9,9,2,0,29.0
0,0,1755418386.0,2,0,2,0,3,4,4,8,6,1,141.0
0,0,1771441819.0,3,0,3,5,3,2,8,19,2,0,144.0
0,0,1755902117.0,0,0,0,1,1,6,4,22,4,0,48.0
0,0,1749560431.0,0,0,0,5,2,2,0,13,1,0,17.0
0,0,1768787886.0,2,0,2,0,6,1,8,1,0,0,87.0
0,0,1741703698.0,1,0,1,5,6,2,8,14,1,0,12.0
0,0,1741918630.0,2,0,2,4,1,3,5,2,4,0,152.0
0,0,1750332427.0,2,0,2,0,2,2,5,11,3,0,49.0
0,0,1746872632.0,3,0,3,3,5,10,8,10,5,1,206.0
0,0,1770011616.0,1,0,1,0,1,2,5,5,0,0,208.0
0,0,1739867559.0,2,0,2,5,2,1,0,8,1,0,110.0
0,0,1741975021.0,2,0,2,3,5,3,9,17,4,0,19.0
0,0,1736090420.0,2,0,2,1,4,11,4,15,6,1,223.0
0,0,1758926530.0,1,0,1,4,6,3,9,22,4,0,124.0
0,0,1738671160.0,0,0,0,0,5,2,8,12,1,0,158.0
0,0,1772532494.0,3,0,3,1,5,5,4,10,1,0,84.0
0,0,1752470453.0,3,0,3,4,1,3,4,5,0,0,36.0
0,0,1766687528.0,0,0,0,2,6,10,8,18,3,0,55.0
0,0,1768637565.0,2,0,2,2,3,4,9,8,5,1,39.0
0,0,1751461209.0,1,0,1,3,4,10,8,13,2,0,227.0
0,0,1764238286.0,1,0,1,1,4,2,8,10,3,0,146.0
0,0,1745086282.0,2,0,2,2,1,6,9,18,5,1,232.0
0,0,1771522346.0,2,0,2,4,3,6,9,17,3,0,20.0
0,0,1763964798.0,3,0,3,3,1,1,4,6,0,0,13.0
0,0,1755081217.0,3,0,3,5,2,10,5,10,2,0,240.0
0,0,1764356612.0,0,0,0,1,6,10,0,19,4,0,190.0
0,0,1739439287.0,1,0,1,4,1,10,4,9,3,0,58.0
7,0,1738702655.0,2,1,2,5,3,2,0,20,1,0,59.0
0,0,1754547514.0,2,0,2,0,6,4,5,6,3,0,49.0
0,0,1771609181.0,3,0,3,5,5,2,8,17,4,0,155.0
0,0,1745117242.0,0,0,0,2,6,1,0,2,6,1,64.0
0,0,1751327729.0,3,0,3,3,5,10,0,23,0,0,58.0
0,0,1760719435.0,1,0,1,5,1,10,0,16,4,0,59.0
0,0,1763934785.0,0,0,0,3,6,10,0,21,6,1,192.0
0,0,1741855199.0,0,0,0,5,4,1,9,8,3,0,146.0
0,0,1737528938.0,1,0,1,3,2,1,5,6,2,0,76.0
0,0,1757489237.0,2,0,2,5,5,7,0,7,2,0,167.0
0,0,1738194778.0,2,0,2,4,5,2,9,23,2,0,138.0
0,0,1735939435.0,2,0,2,4,2,0,0,21,4,0,173.0
0,0,1763226020.0,2,0,2,1,5,2,0,17,5,1,24.0
0,0,1762979045.0,3,0,3,2,6,5,4,20,2,0,174.0
0,0,1770164798.0,3,0,3,4,4,5,8,0,2,0,138.0
0,0,1753976580.0,0,0,0,3,2,2,4,15,3,0,22.0
0,0,1736988353.0,2,0,2,3,3,10,8,0,3,0,108.0
0,0,1754953867.0,3,0,3,1,2,6,5,23,0,0,42.0
0,0,1743330313.0,2,0,2,3,5,0,4,10,6,1,22.0
0,0,1772174770.0,2,0,2,4,3,3,9,6,4,0,102.0
0,0,1749513827.0,1,0,1,2,2,11,9,0,1,0,10.0
0,0,1752339117.0,0,0,0,1,2,4,9,16,5,1,223.0
0,0,1739118764.0,3,0,3,3,1,10,4,16,6,1,182.0
0,0,1763769230.0,3,0,3,3,5,2,5,23,4,0,156.0
0,0,1771594603.0,2,0,2,4,4,2,9,13,4,0,148.0
0,0,1762613942.0,3,0,3,5,4,2,8,14,5,1,196.0
0,0,1759141128.0,0,0,0,0,6,3,4,10,0,0,169.0
7,0,1766303250.0,1,1,1,1,3,6,9,7,6,1,124.0
0,0,1765842389.0,2,0,2,0,3,10,8,23,0,0,54.0
0,0,1770091588.0,3,0,3,0,1,11,8,4,1,0,173.0
0,0,1745029674.0,3,0,3,5,5,11,0,2,5,1,48.0
7,0,1762499855.0,2,1,2,3,4,11,4,7,4,0,163.0
0,0,1762156072.0,3,0,3,2,2,6,4,7,0,0,192.0
0,0,1768848531.0,1,0,1,3,1,1,5,18,0,0,38.0
0,0,1768568231.0,3,0,3,3,2,6,4,12,4,0,135.0
0,0,1752587077.0,2,0,2,0,5,2,0,13,1,0,157.0
0,0,1763925587.0,0,0,0,1,2,10,0,19,6,1,215.0
0,0,1756211710.0,0,0,0,1,1,7,9,12,1,0,44.0
0,0,1772687306.0,1,0,1,2,1,6,8,5,3,0,137.0
0,0,1757205558.0,2,0,2,3,2,10,4,0,6,1,91.0
0,0,1757878866.0,3,0,3,4,1,2,8,19,6,1,184.0
0,0,1771156283.0,2,0,2,5,2,2,8,11,6,1,30.0
0,0,1762047891.0,2,0,2,4,1,2,9,1,6,1,116.0
0,0,1768297370.0,3,0,3,5,6,11,4,9,1,0,6.0
0,0,1768750287.0,2,0,2,3,3,2,8,15,6,1,191.0
0,0,1746504955.0,1,0,1,1,2,15,0,4,1,0,14.0
0,0,1771211402.0,1,0,1,0,1,2,0,3,0,0,81.0
0,0,1742986588.0,0,0,0,0,2,2,5,10,2,0,47.0
0,0,1746904591.0,2,0,2,1,2,2,4,19,5,1,216.0
0,0,1760361873.0,1,0,1,5,5,2,9,13,0,0,190.0
0,0,1747731949.0,2,0,2,5,6,2,8,9,1,0,71.0
0,0,1770702708.0,3,0,3,2,5,2,5,5,1,0,159.0
0,0,1744456175.0,1,0,1,4,6,3,0,11,5,1,149.0
0,0,1745837714.0,0,0,0,3,6,0,9,10,0,0,87.0
0,0,1767034646.0,3,0,3,4,6,4,4,18,0,0,13.0
0,0,1735914117.0,1,0,1,3,6,2,0,14,4,0,110.0
0,0,1770393378.0,1,0,1,2,1,4,5,15,4,0,83.0
0,0,1735838323.0,1,0,1,0,5,10,9,17,3,0,138.0
0,0,1769704520.0,3,0,3,5,5,5,8,16,3,0,234.0
0,0,1744625119.0,0,0,0,5,1,2,9,10,0,0,197.0
0,0,1748140024.0,1,0,1,5,2,2,5,2,6,1,213.0
0,0,1762913142.0,3,0,3,5,4,2,4,2,2,0,168.0
0,0,1743278100.0,1,0,1,3,1,4,4,19,5,1,29.0
0,0,1750185049.0,3,0,3,2,3,2,9,18,1,0,159.0
0,0,1766337422.0,3,0,3,4,3,3,5,17,6,1,160.0
0,0,1762913749.0,2,0,2,3,6,3,0,2,2,0,128.0
0,0,1747817460.0,0,0,0,5,3,10,0,8,2,0,19.0
0,0,1767025484.0,0,0,0,4,5,1,0,16,0,0,85.0
0,0,1770768563.0,3,0,3,2,3,1,9,0,2,0,168.0
0,0,1765399278.0,1,0,1,1,3,2,5,20,2,0,95.0
0,0,1741436238.0,1,0,1,3,3,1,0,12,5,1,52.0
0,0,1748346710.0,1,0,1,0,2,10,8,11,1,0,130.0
0,0,1735772402.0,2,0,2,1,5,1,5,23,2,0,202.0
0,0,1761260231.0,2,0,2,3,3,10,8,22,3,0,51.0
0,0,1756926523.0,0,0,0,1,4,2,5,19,2,0,198.0
0,0,1766868019.0,0,0,0,1,1,1,9,20,5,1,131.0
0,0,1756895517.0,1,0,1,2,5,3,9,10,2,0,156.0
0,0,1759828990.0,0,0,0,4,3,2,5,9,1,0,98.0
0,0,1742010761.0,3,0,3,2,4,4,0,3,5,1,13.0
0,0,1769441205.0,1,0,1,0,6,0,5,15,0,0,109.0
0,0,1758166878.0,2,0,2,5,6,4,9,3,3,0,137.0
0,0,1743749195.0,0,0,0,3,1,0,8,6,4,0,110.0
0,0,1749341329.0,0,0,0,1,6,10,0,0,6,1,22.0
0,0,1747772360.0,2,0,2,2,3,1,4,20,1,0,236.0
0,0,1750455919.0,1,0,1,0,4,1,4,21,4,0,169.0
0,0,1746802077.0,3,0,3,5,6,3,8,14,4,0,10.0
0,0,1736082474.0,1,0,1,0,6,2,8,13,6,1,183.0
0,0,1751638881.0,1,0,1,1,4,3,9,14,4,0,15.0
0,0,1755754305.0,1,0,1,1,1,1,9,5,3,0,21.0
0,0,1749723077.0,0,0,0,2,2,1,0,10,3,0,156.0
0,0,1755549496.0,3,0,3,4,1,6,9,20,0,0,24.0
0,0,1746690971.0,3,0,3,4,5,1,5,7,3,0,91.0
0,0,1771493781.0,2,0,2,4,1,11,0,9,3,0,23.0
0,0,1746397464.0,1,0,1,1,2,10,9,22,6,1,129.0
0,0,1770028987.0,2,0,2,0,6,3,8,10,0,0,141.0
7,0,1762753164.0,0,1,0,1,5,3,8,5,0,0,230.0
0,0,1762449839.0,1,0,1,2,1,11,4,17,3,0,9.0
0,0,1770126970.0,1,0,1,3,2,0,5,13,1,0,158.0
0,0,1770883432.0,3,0,3,1,2,4,8,8,3,0,49.0
0,0,1769395033.0,3,0,3,5,1,4,4,2,0,0,196.0
0,0,1749625756.0,1,0,1,3,1,2,9,7,2,0,163.0
0,0,1736234715.0,3,0,3,3,1,2,5,7,1,0,210.0
0,0,1744450996.0,0,0,0,3,3,10,5,9,5,1,121.0
0,0,1768423008.0,1,0,1,0,2,3,0,20,2,0,143.0
0,0,1772240869.0,1,0,1,4,5,10,8,1,5,1,200.0
7,0,1736344421.0,2,1,2,4,2,0,4,13,2,0,128.0
0,0,1740624902.0,2,0,2,1,1,1,5,2,3,0,201.0
0,0,1762880266.0,3,0,3,5,2,2,0,16,1,0,138.0
0,0,1765363367.0,0,0,0,4,4,1,8,10,2,0,67.0
0,0,1760037416.0,3,0,3,5,6,3,0,19,3,0,75.0
0,0,1741829867.0,0,0,0,3,4,0,8,1,3,0,229.0
0,0,1755607873.0,0,0,0,2,6,0,0,12,1,0,75.0
0,0,1760911913.0,2,0,2,5,3,2,0,22,6,1,222.0
0,0,1740306681.0,2,0,2,1,4,15,5,10,6,1,20.0
0,0,1739773668.0,1,0,1,4,6,5,8,6,0,0,146.0
0,0,1763670936.0,2,0,2,4,2,10,4,20,3,0,236.0
0,0,1745294456.0,3,0,3,0,6,3,4,4,1,0,57.0
7,0,1740164261.0,2,1,2,2,5,3,0,18,4,0,203.0
0,0,1751701344.0,0,0,0,3,6,3,9,7,5,1,72.0
0,0,1758093441.0,2,0,2,4,3,3,0,7,2,0,194.0
0,0,1755071136.0,0,0,0,1,3,3,8,7,2,0,22.0
0,0,1744112456.0,2,0,2,5,4,2,8,11,1,0,33.0
0,0,1742986072.0,2,0,2,0,6,10,8,10,2,0,23.0
0,0,1741100639.0,2,0,2,2,2,2,4,15,1,0,240.0
0,0,1757486303.0,2,0,2,3,6,3,5,6,2,0,240.0
7,0,1748387924.0,1,1,1,1,5,4,0,23,1,0,132.0
0,0,1749186398.0,1,0,1,1,3,10,0,5,4,0,12.0
0,0,1742764592.0,0,0,0,4,3,3,8,21,6,1,74.0
0,0,1768306034.0,3,0,3,5,3,2,9,12,1,0,69.0
0,0,1769511767.0,0,0,0,4,2,3,4,11,1,0,218.0
7,0,1742843020.0,1,1,1,3,5,3,8,19,0,0,93.0
0,0,1755386000.0,2,0,2,3,3,2,5,23,5,1,199.0
0,0,1767855317.0,1,0,1,1,6,2,4,6,3,0,175.0
0,0,1765665848.0,2,0,2,2,2,2,4,22,5,1,6.0
0,0,1756939274.0,2,0,2,0,6,3,9,22,2,0,132.0
0,0,1748567514.0,2,0,2,3,6,3,5,1,4,0,130.0
0,0,1749658319.0,1,0,1,4,3,1,5,16,2,0,32.0
0,0,1737941458.0,2,0,2,5,1,6,4,1,0,0,209.0
0,0,1750411041.0,3,0,3,4,6,1,0,9,4,0,192.0
0,0,1752708440.0,3,0,3,4,2,10,8,23,2,0,132.0
0,0,1757400470.0,1,0,1,0,4,2,0,6,1,0,119.0
0,0,1769985019.0,1,0,1,3,1,0,9,22,6,1,227.0
0,0,1765946336.0,1,0,1,2,3,2,0,4,2,0,86.0
0,0,1736415426.0,0,0,0,3,1,1,8,9,3,0,157.0
0,0,1754093267.0,2,0,2,3,2,15,9,0,5,1,168.0
0,0,1763631392.0,0,0,0,3,6,2,5,9,3,0,41.0
0,0,1747207852.0,2,0,2,0,3,1,8,7,2,0,114.0
0,0,1771569676.0,2,0,2,0,6,2,4,6,4,0,66.0
0,0,1743875987.0,1,0,1,5,3,2,8,17,5,1,178.0
0,0,1762357246.0,2,0,2,5,3,0,0,15,2,0,26.0
0,0,1740475821.0,0,0,0,4,4,2,5,9,1,0,159.0
0,0,1748512312.0,3,0,3,4,1,0,9,9,3,0,68.0
0,0,1754535515.0,0,0,0,2,6,3,4,2,3,0,7.0
0,0,1768205658.0,1,0,1,3,2,2,4,8,0,0,215.0
0,0,1742363238.0,3,0,3,4,5,1,9,5,2,0,44.0
7,0,1761022611.0,3,1,3,3,1,0,0,4,1,0,130.0
0,0,1740290084.0,1,0,1,2,6,0,0,5,6,1,225.0
0,0,1742100563.0,1,0,1,2,5,3,9,4,6,1,162.0
0,0,1740194240.0,3,0,3,0,6,10,8,3,5,1,10.0
0,0,1746444442.0,3,0,3,5,5,1,5,11,0,0,167.0
0,0,1771016450.0,1,0,1,1,2,6,4,21,4,0,183.0
0,0,1737078327.0,0,0,0,5,3,11,4,1,4,0,125.0
0,0,1739637051.0,0,0,0,2,6,6,5,16,5,1,239.0
0,0,1740201318.0,3,0,3,5,1,2,5,5,5,1,84.0
0,0,1769952007.0,2,0,2,1,6,1,4,13,6,1,152.0
0,0,1764610550.0,0,0,0,5,6,10,5,17,0,0,73.0
0,0,1758427415.0,2,0,2,1,4,5,8,4,6,1,22.0
0,0,1739121704.0,2,0,2,3,3,2,0,17,6,1,15.0
0,0,1757381959.0,3,0,3,2,2,11,9,1,1,0,55.0
0,0,1752455466.0,3,0,3,5,4,2,8,1,0,0,185.0
